Row #,NMFS Tracking Number,TITLE,Consultation Type,Status,Profile,Discussion Start Date,Date Request for Consultation Received,Consultation Initiation Date,Estimated Response Date,NMFS Response Date,More Information Requested Below,Mutually Agreed Extension Date,Date of Draft Release of Biological Opinion,Lead Federal Action Agency,Line Office,Common Name,Population Name,Listing Status,Action Agency Proposed Effect Determination (Species),NMFS Final Determination (Species),Action Agency Proposed Effect Determination (Critical Habitat),NMFS Final Determination (Critical Habitat),Reason Consultation Ended,Reason Early Coordination Ended,NMFS Conclusion Regarding Impacts to Fish Habitat,State,County,Latitude,Longitude,Datum,Activity Location,HUC_NUMBER,COMMENTS,NMFS Lead Region,NMFS Office,NMFS Division,NMFS State Office,Branch Team,NMFS Project Lead
"3,992",NWR-1999-1855,Supplemental Biological Opinion & Incidental Take Statement; The Pacific Coast Salmon Plan & Amendment 13 to the Plan,Formal,Completed,"ESA-S7, Formal",,"Apr 5, 1999 12:00:00 AM",1999-04-05,1999-08-17,1999-04-28,,,,,,"Salmon, coho",Southern Oregon/Northern California Coast,,May Affect - Likely to Adversely Affect,"No Jeopardy, No Adverse Mod",,May Affect - Likely to Adversely Affect,,,,,,,,,,,,NWR,"Seattle, WA",,,SMD - Fishery Management Branc,"Diaz-Soltero, Hilda"
"3,993",NWR-1999-1856,"North Lochsa Face Project, Clearwater National Forest",Formal,Completed,"ESA-S7, Formal",,"Dec 17, 1998 12:00:00 AM",1999-03-24,1999-08-06,1999-11-23,,,,,,"Salmon, Chinook",Snake River fall-run,,May Affect - Likely to Adversely Affect,"No Jeopardy, No Adverse Mod",,May Affect - Likely to Adversely Affect,,,,,,,,,Clearwater National Forest,,,NWR,"Boise, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Troyer, Ken"
"3,994",NWR-1999-1856,"North Lochsa Face Project, Clearwater National Forest",Formal,Completed,"ESA-S7, Formal",,"Dec 17, 1998 12:00:00 AM",1999-03-24,1999-08-06,1999-11-23,,,,,,Steelhead,Snake River Basin,,May Affect - Likely to Adversely Affect,"No Jeopardy, No Adverse Mod",,May Affect - Likely to Adversely Affect,,,,,,,,,Clearwater National Forest,,,NWR,"Boise, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Troyer, Ken"
"3,995",NWR-1999-186,MACKEY DAY TIMBER SALES,Informal,Completed,"ESA-S7, Informal",,"May 31, 1996 12:00:00 AM",1996-05-31,1996-06-30,1996-06-26,,,,,,"Salmon, Chinook",Snake River fall-run,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,NWR,"Boise, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Troyer, Ken"
"3,996",NWR-1999-1860,Prineville Bureau of Land Management Ongoing and Proposed NLAA Actions in the John Day River Basin,Informal,Completed,"ESA-S7, Informal_EFH_Combined",,"Jun 3, 1999 12:00:00 AM",1999-06-03,1999-07-03,1999-07-02,,,,,,Steelhead,Middle Columbia River,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,Would Not Adversely Affect,,,,,,John Day River Basin,,,NWR,"Portland, OR",,,"HCD, OSHO - Willamette Basin Habitat Branch","Lindland, Ron"
"3,997",NWR-1999-1860,Prineville Bureau of Land Management Ongoing and Proposed NLAA Actions in the John Day River Basin,Informal,Completed,"ESA-S7, Informal_EFH_Combined",,"Jun 3, 1999 12:00:00 AM",1999-06-03,1999-07-03,1999-07-02,,,,,,,,,,,,,,,Would Not Adversely Affect,,,,,,John Day River Basin,,,NWR,"Portland, OR",,,"HCD, OSHO - Willamette Basin Habitat Branch","Lindland, Ron"
"3,998",NWR-1999-1866,Gold Creek Culvert Replacement 199900941,Informal,Completed,"ESA-S7, Informal",,"Jul 7, 1999 12:00:00 AM",1999-07-07,1999-08-06,1999-08-04,,,,,,"Salmon, Chinook",Puget Sound,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,King County,,,NWR,"Lacey, WA",,,"HCD, WSHO - Central Puget Sound Habitat Branch","Nelson, Kitty"
"3,999",NWR-1999-1866,Gold Creek Culvert Replacement 199900941,Informal,Completed,"ESA-S7, Informal",,"Jul 7, 1999 12:00:00 AM",1999-07-07,1999-08-06,1999-08-04,,,,,,"Salmon, coho",Puget Sound/Strait of Georgia,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,King County,,,NWR,"Lacey, WA",,,"HCD, WSHO - Central Puget Sound Habitat Branch","Nelson, Kitty"
"4,000",NWR-1999-1867,Basin Creek Bridge State Highway 75,Informal,Completed,"ESA-S7, Informal",,"Apr 9, 1999 12:00:00 AM",1999-04-09,1999-05-09,1999-04-09,,,,,,,,,May Affect - Not Likely to Adversely Affect,Withdrawn,,Withdrawn,,,,,,,,,Basin Creek,,,NWR,"Boise, ID",,,"HCD, ISHO - South Idaho Habitat Branch","Leonard, Nikki"
"4,001",NWR-1999-1868,"Highway 95, Pinehurst to Hazard Creek Upgrade Project",Informal,Completed,"ESA-S7, Informal",,"Jun 15, 1999 12:00:00 AM",1999-06-15,1999-07-15,1999-11-12,,,,,,"Salmon, Chinook",Snake River spring/summer-run,,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,"Hazard Creek & Pinehurst, Little Salmon River",,,NWR,"Boise, ID",,,"HCD, ISHO - Statewide Idaho Team","Martin, Debbie"
"4,002",NWR-1999-1868,"Highway 95, Pinehurst to Hazard Creek Upgrade Project",Informal,Completed,"ESA-S7, Informal",,"Jun 15, 1999 12:00:00 AM",1999-06-15,1999-07-15,1999-11-12,,,,,,Steelhead,Snake River Basin,,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,"Hazard Creek & Pinehurst, Little Salmon River",,,NWR,"Boise, ID",,,"HCD, ISHO - Statewide Idaho Team","Martin, Debbie"
"4,003",NWR-1999-1868,"Highway 95, Pinehurst to Hazard Creek Upgrade Project",Informal,Completed,"ESA-S7, Informal",,"Jun 15, 1999 12:00:00 AM",1999-06-15,1999-07-15,1999-11-12,,,,,,"Salmon, sockeye",Snake River,,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,"Hazard Creek & Pinehurst, Little Salmon River",,,NWR,"Boise, ID",,,"HCD, ISHO - Statewide Idaho Team","Martin, Debbie"
"4,004",NWR-1999-1869,Steelhead Consultation on the Pahsimeroi River,Informal,Completed,"ESA-S7, Informal",,"Mar 2, 1999 12:00:00 AM",1999-03-02,1999-04-01,1999-08-27,,,,,,"Salmon, sockeye",Snake River,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Pahsimeroi River,,,NWR,"Boise, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Brege, Dale"
"4,005",NWR-1999-1869,Steelhead Consultation on the Pahsimeroi River,Informal,Completed,"ESA-S7, Informal",,"Mar 2, 1999 12:00:00 AM",1999-03-02,1999-04-01,1999-08-27,,,,,,"Salmon, Chinook",Snake River spring/summer-run,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Pahsimeroi River,,,NWR,"Boise, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Brege, Dale"
"4,006",NWR-1999-1869,Steelhead Consultation on the Pahsimeroi River,Informal,Completed,"ESA-S7, Informal",,"Mar 2, 1999 12:00:00 AM",1999-03-02,1999-04-01,1999-08-27,,,,,,Steelhead,Snake River Basin,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Pahsimeroi River,,,NWR,"Boise, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Brege, Dale"
"4,007",NWR-1999-187,Main Salmon Post-Fire Project,Informal,Completed,"ESA-S7, Informal",,"Jun 20, 1995 12:00:00 AM",1995-06-20,1995-07-20,1995-10-05,,,,,,"Salmon, Chinook",Snake River fall-run,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,NWR,"Boise, ID",,,"HCD, ISHO - Conservation Program Habitat Branch","Strach, Russ"
"4,008",NWR-1999-1870,Steelhead Consultation on the Pahsimeroi River,Informal,Completed,"ESA-S7, Informal",,"Mar 2, 1999 12:00:00 AM",1999-03-02,1999-04-01,1999-08-27,,,,,,"Salmon, Chinook",Snake River spring/summer-run,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Pahsimeroi River,,,NWR,"Boise, ID",,,"HCD, ISHO - South Idaho Habitat Branch","Brege, Dale"
"4,009",NWR-1999-1870,Steelhead Consultation on the Pahsimeroi River,Informal,Completed,"ESA-S7, Informal",,"Mar 2, 1999 12:00:00 AM",1999-03-02,1999-04-01,1999-08-27,,,,,,"Salmon, sockeye",Snake River,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Pahsimeroi River,,,NWR,"Boise, ID",,,"HCD, ISHO - South Idaho Habitat Branch","Brege, Dale"
"4,010",NWR-1999-1870,Steelhead Consultation on the Pahsimeroi River,Informal,Completed,"ESA-S7, Informal",,"Mar 2, 1999 12:00:00 AM",1999-03-02,1999-04-01,1999-08-27,,,,,,Steelhead,Snake River Basin,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Pahsimeroi River,,,NWR,"Boise, ID",,,"HCD, ISHO - South Idaho Habitat Branch","Brege, Dale"
"4,011",NWR-1999-1871,Noxious Weed Control Program - Umatilla Indian Reservation,Informal,Completed,"ESA-S7, Informal",,"Apr 7, 2000 12:00:00 AM",,,2000-06-02,,,,,,Steelhead,Snake River Basin,,May Affect - Not Likely to Adversely Affect,Technical Assistance Provided,,Technical Assistance Provided,,,,,,,,,Umatilla Indian Reservation,,,NWR,"La Grande, OR",,,"HCD, OSHO - Eastern Oregon Habitat Branch","Murray, Eric"
"4,012",NWR-1999-1872,Custer Telephone Cooperative - Proposed Buried Telephone Cable,Informal,Completed,"ESA-S7, Informal",,"Oct 28, 1999 12:00:00 AM",2000-02-08,2000-03-09,2000-02-18,,,,,,"Salmon, Chinook",Snake River spring/summer-run,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Town of Clayton at the Thompson Creek Bridge,,,NWR,"Boise, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Brege, Dale"
"4,013",NWR-1999-1872,Custer Telephone Cooperative - Proposed Buried Telephone Cable,Informal,Completed,"ESA-S7, Informal",,"Oct 28, 1999 12:00:00 AM",2000-02-08,2000-03-09,2000-02-18,,,,,,"Salmon, sockeye",Snake River,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Town of Clayton at the Thompson Creek Bridge,,,NWR,"Boise, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Brege, Dale"
"4,014",NWR-1999-1872,Custer Telephone Cooperative - Proposed Buried Telephone Cable,Informal,Completed,"ESA-S7, Informal",,"Oct 28, 1999 12:00:00 AM",2000-02-08,2000-03-09,2000-02-18,,,,,,Steelhead,Snake River Basin,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Town of Clayton at the Thompson Creek Bridge,,,NWR,"Boise, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Brege, Dale"
"4,015",NWR-1999-1880,"Reinitiation of Consultation Regarding the Modified Work Window for State Highway 3 Improvement Project, Arrow to Turkey Farm to Potlatch Creek",Informal,Completed,"ESA-S7, Informal",,"Nov 17, 1999 12:00:00 AM",1999-11-17,1999-12-17,1999-12-10,,,,,,"Salmon, Chinook",Snake River fall-run,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,NWR,"Boise, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Ries, Bob"
"4,016",NWR-1999-1880,"Reinitiation of Consultation Regarding the Modified Work Window for State Highway 3 Improvement Project, Arrow to Turkey Farm to Potlatch Creek",Informal,Completed,"ESA-S7, Informal",,"Nov 17, 1999 12:00:00 AM",1999-11-17,1999-12-17,1999-12-10,,,,,,Steelhead,Snake River Basin,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,NWR,"Boise, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Ries, Bob"
"4,017",NWR-1999-1882,"Salmon River, Nationwide permit for B. Bruno (Custer County) No. 993200550",Informal,Completed,"ESA-S7, Informal",,"Apr 13, 1999 12:00:00 AM",1999-04-13,1999-05-13,1999-06-01,,,,,,"Salmon, Chinook",Snake River spring/summer-run,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,2 Miles upstream of Challis,,,NWR,"Boise, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Brege, Dale"
"4,018",NWR-1999-1882,"Salmon River, Nationwide permit for B. Bruno (Custer County) No. 993200550",Informal,Completed,"ESA-S7, Informal",,"Apr 13, 1999 12:00:00 AM",1999-04-13,1999-05-13,1999-06-01,,,,,,"Salmon, sockeye",Snake River,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,2 Miles upstream of Challis,,,NWR,"Boise, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Brege, Dale"
"4,019",NWR-1999-1882,"Salmon River, Nationwide permit for B. Bruno (Custer County) No. 993200550",Informal,Completed,"ESA-S7, Informal",,"Apr 13, 1999 12:00:00 AM",1999-04-13,1999-05-13,1999-06-01,,,,,,Steelhead,Snake River Basin,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,2 Miles upstream of Challis,,,NWR,"Boise, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Brege, Dale"
"4,020",NWR-1999-1884,Proposed Regionalization of the Stanley Sewer Facility,Informal,Completed,"ESA-S7, Informal",,"Jun 18, 1999 12:00:00 AM",1999-06-18,1999-07-18,1999-07-02,,,,,,"Salmon, Chinook",Snake River spring/summer-run,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,NWR,"Boise, ID",,,"HCD, ISHO - South Idaho Habitat Branch","Hann, Denise"
"4,021",NWR-1999-1884,Proposed Regionalization of the Stanley Sewer Facility,Informal,Completed,"ESA-S7, Informal",,"Jun 18, 1999 12:00:00 AM",1999-06-18,1999-07-18,1999-07-02,,,,,,"Salmon, sockeye",Snake River,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,NWR,"Boise, ID",,,"HCD, ISHO - South Idaho Habitat Branch","Hann, Denise"
"4,022",NWR-1999-1885,Proposed and Ongoing Actions and Programs within Watershed Biological Assessment for the South Fork Clearwater River Subbasin,Informal,Completed,"ESA-S7, Informal",,"Jul 15, 1999 12:00:00 AM",1999-07-15,1999-08-14,1999-12-10,,,,,,"Salmon, Chinook",Snake River fall-run,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,HUC 17060305,,,NWR,"Grangeville, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Ries, Bob"
"4,023",NWR-1999-1885,Proposed and Ongoing Actions and Programs within Watershed Biological Assessment for the South Fork Clearwater River Subbasin,Informal,Completed,"ESA-S7, Informal",,"Jul 15, 1999 12:00:00 AM",1999-07-15,1999-08-14,1999-12-10,,,,,,Steelhead,Snake River Basin,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,HUC 17060305,,,NWR,"Grangeville, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Ries, Bob"
"4,024",NWR-1999-1886,Effects of the Proposed Ski Bluewood Road Use Permit on Middle Columbia River Steelhead,Formal,Completed,"ESA-S7, Formal",,"May 18, 1999 12:00:00 AM",1999-05-18,1999-09-30,2000-02-25,,,,,,Steelhead,Middle Columbia River,,May Affect - Likely to Adversely Affect,"No Jeopardy, No Adverse Mod",,May Affect - Likely to Adversely Affect,,,,,,,,,,,,NWR,"Boise, ID",,,"HCD, OSHO - Eastern Oregon Habitat Branch","Leonard, Nikki"
"4,025",NWR-1999-1887,Consultation on Selway Roads Sediment Stabilization Project,Informal,Completed,"ESA-S7, Informal",,"Apr 30, 1999 12:00:00 AM",1999-04-30,1999-05-30,1999-07-02,,,,,,Steelhead,Snake River Basin,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Bitterroot National Forest,,,NWR,"Boise, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Troyer, Ken"
"4,026",NWR-1999-1890,Indian Creek Stream Restoration Partnership,Informal,Completed,"ESA-S7, Informal",,"Feb 26, 1999 12:00:00 AM",1999-02-26,1999-03-28,1999-06-01,,,,,,Steelhead,Snake River Basin,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,"On Indian Creek, 11 miles west of North Fork, Idaho",,,NWR,"Boise, ID",,,"HCD, ISHO - South Idaho Habitat Branch","Brege, Dale"
"4,027",NWR-1999-1890,Indian Creek Stream Restoration Partnership,Informal,Completed,"ESA-S7, Informal",,"Feb 26, 1999 12:00:00 AM",1999-02-26,1999-03-28,1999-06-01,,,,,,"Salmon, Chinook",Snake River spring/summer-run,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,"On Indian Creek, 11 miles west of North Fork, Idaho",,,NWR,"Boise, ID",,,"HCD, ISHO - South Idaho Habitat Branch","Brege, Dale"
"4,028",NWR-1999-1891,Steelhead Section 7 Consultation of Effects of Ongoing Federal Actions in the Salmon River Corridor from the North Fork to the Pahsimeroi,Informal,Completed,"ESA-S7, Informal",,"Feb 10, 1999 12:00:00 AM",1999-02-10,1999-03-12,1999-09-14,,,,,,Steelhead,Snake River Basin,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,NWR,"Boise, ID",,,"HCD, ISHO - South Idaho Habitat Branch","Brege, Dale"
"4,029",NWR-1999-1891,Steelhead Section 7 Consultation of Effects of Ongoing Federal Actions in the Salmon River Corridor from the North Fork to the Pahsimeroi,Informal,Completed,"ESA-S7, Informal",,"Feb 10, 1999 12:00:00 AM",1999-02-10,1999-03-12,1999-09-14,,,,,,"Salmon, Chinook",Snake River spring/summer-run,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,NWR,"Boise, ID",,,"HCD, ISHO - South Idaho Habitat Branch","Brege, Dale"
"4,030",NWR-1999-1893,"Recreation Site Vault Toilet Replacement, Footbridge Replacement, and Mitigation for the Removal of an In-stream Log, North Umpqua Ranger District (FY1999 Batch 1)",Informal,Completed,"ESA-S7, Informal",,"Jun 3, 1999 12:00:00 AM",1999-06-03,1999-07-03,1999-08-03,,,,,,"Salmon, coho",Oregon Coast,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Umpqua River Basin,,,NWR,"Roseburg, OR",,,"HCD, OSHO - Southwest Oregon Habitat Branch","Kenney, Dan"
"4,031",NWR-1999-1893,"Recreation Site Vault Toilet Replacement, Footbridge Replacement, and Mitigation for the Removal of an In-stream Log, North Umpqua Ranger District (FY1999 Batch 1)",Informal,Completed,"ESA-S7, Informal",,"Jun 3, 1999 12:00:00 AM",1999-06-03,1999-07-03,1999-08-03,,,,,,Steelhead,South-Central California Coast,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,Umpqua River Basin,,,NWR,"Roseburg, OR",,,"HCD, OSHO - Southwest Oregon Habitat Branch","Kenney, Dan"
"4,032",NWR-1999-1894,BA for Five Ongoing Actions and Five Ongoing Programs within the Little Salmon River Assessment Area,Informal,Completed,"ESA-S7, Informal",,"Aug 30, 1999 12:00:00 AM",1999-08-30,1999-09-29,2000-03-16,,,,,,"Salmon, Chinook",Snake River spring/summer-run,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,NWR,"Boise, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Ries, Bob"
"4,033",NWR-1999-1894,BA for Five Ongoing Actions and Five Ongoing Programs within the Little Salmon River Assessment Area,Informal,Completed,"ESA-S7, Informal",,"Aug 30, 1999 12:00:00 AM",1999-08-30,1999-09-29,2000-03-16,,,,,,Steelhead,Snake River Basin,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,NWR,"Boise, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Ries, Bob"
"4,034",NWR-1999-1894,BA for Five Ongoing Actions and Five Ongoing Programs within the Little Salmon River Assessment Area,Informal,Completed,"ESA-S7, Informal",,"Aug 30, 1999 12:00:00 AM",1999-08-30,1999-09-29,2000-03-16,,,,,,Steelhead,South-Central California Coast,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,NWR,"Boise, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Ries, Bob"
"4,035",NWR-1999-1895,Steelhead Consultation on the Lower Canyon Salmon River Section 7 Watershed,Informal,Completed,"ESA-S7, Informal",,"Nov 9, 1999 12:00:00 AM",1999-11-09,1999-12-09,2000-04-28,,,,,,"Salmon, sockeye",Snake River,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,NWR,"Grangeville, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Brege, Dale"
"4,036",NWR-1999-1895,Steelhead Consultation on the Lower Canyon Salmon River Section 7 Watershed,Informal,Completed,"ESA-S7, Informal",,"Nov 9, 1999 12:00:00 AM",1999-11-09,1999-12-09,2000-04-28,,,,,,Steelhead,Snake River Basin,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,NWR,"Grangeville, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Brege, Dale"
"4,037",NWR-1999-1895,Steelhead Consultation on the Lower Canyon Salmon River Section 7 Watershed,Informal,Completed,"ESA-S7, Informal",,"Nov 9, 1999 12:00:00 AM",1999-11-09,1999-12-09,2000-04-28,,,,,,"Salmon, Chinook",Snake River spring/summer-run,,May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,,May Affect - Not Likely to Adversely Affect,,,,,,,,,,,,NWR,"Grangeville, ID",,,"HCD, ISHO - North Idaho Habitat Branch","Brege, Dale"
