,NMFS.Tracking.Number,Common.Name,Population.Name,Species Determination,Critical Habitat Determination,NEW Jeopardy,NEW Critical Habitat,,,,
39252,NWR-2007-300,"Salmon, coho",Southern Oregon/Northern California Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39263,NWR-2007-3064,"Salmon, Chinook",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39272,NWR-2007-3068,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39273,NWR-2007-3068,Steelhead,,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39275,NWR-2007-3097,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39279,NWR-2007-3106,"Salmon, Chinook",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39281,NWR-2007-3106,Steelhead,Puget Sound DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39320,NWR-2007-3134,"Salmon, coho",Southern Oregon/Northern California Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39323,NWR-2007-3136,"Salmon, coho",Southern Oregon/Northern California Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39333,NWR-2007-3168,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39334,NWR-2007-3168,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39337,NWR-2007-3171,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39354,NWR-2007-3191,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39355,NWR-2007-3191,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39356,NWR-2007-3191,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39357,NWR-2007-3191,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39358,NWR-2007-3191,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39359,NWR-2007-3191,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39361,NWR-2007-3191,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39362,NWR-2007-3191,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39363,NWR-2007-3191,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39364,NWR-2007-3191,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39365,NWR-2007-3191,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39366,NWR-2007-3191,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39367,NWR-2007-3209,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39368,NWR-2007-3209,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39369,NWR-2007-3209,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39399,NWR-2007-3434,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39400,NWR-2007-3434,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39401,NWR-2007-3434,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39409,NWR-2007-3472,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39495,NWR-2007-3609,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39496,NWR-2007-3609,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39497,NWR-2007-3609,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39499,NWR-2007-3609,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39500,NWR-2007-3610,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39501,NWR-2007-3610,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39502,NWR-2007-3610,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39503,NWR-2007-3610,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39504,NWR-2007-3610,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39505,NWR-2007-3610,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39513,NWR-2007-3648,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39514,NWR-2007-3648,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39518,NWR-2007-3731,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39519,NWR-2007-3731,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39520,NWR-2007-3731,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39521,NWR-2007-3731,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39522,NWR-2007-3731,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39523,NWR-2007-3731,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39546,NWR-2007-3761,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39548,NWR-2007-3761,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39549,NWR-2007-3761,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39550,NWR-2007-3761,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39551,NWR-2007-3761,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39552,NWR-2007-3761,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39563,NWR-2007-3848,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39565,NWR-2007-3849,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39566,NWR-2007-3849,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39568,NWR-2007-3849,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39570,NWR-2007-3851,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39572,NWR-2007-3851,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39573,NWR-2007-3851,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39574,NWR-2007-3853,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39576,NWR-2007-3853,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39577,NWR-2007-3853,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39593,NWR-2007-3996,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39594,NWR-2007-3996,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39595,NWR-2007-3996,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39596,NWR-2007-3996,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39597,NWR-2007-3996,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39598,NWR-2007-3996,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39599,NWR-2007-3996,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39600,NWR-2007-3996,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39601,NWR-2007-3996,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39603,NWR-2007-3996,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39604,NWR-2007-3996,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39630,NWR-2007-4219,Steelhead,Puget Sound DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39631,NWR-2007-4219,"Salmon, Chinook",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39672,NWR-2007-4278,Steelhead,Puget Sound DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39730,NWR-2007-4397,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39731,NWR-2007-4397,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39738,NWR-2007-4402,Steelhead,Puget Sound DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39739,NWR-2007-4403,Steelhead,Puget Sound DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39740,NWR-2007-441,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39741,NWR-2007-441,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39778,NWR-2007-4474,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39779,NWR-2007-4474,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39780,NWR-2007-4474,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39781,NWR-2007-4474,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39782,NWR-2007-4474,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39784,NWR-2007-4486,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39792,NWR-2007-4516,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39793,NWR-2007-4516,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39806,NWR-2007-4561,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39808,NWR-2007-4565,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39809,NWR-2007-4565,"Salmon, chum",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39811,NWR-2007-4577,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39846,NWR-2007-4672,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39847,NWR-2007-4672,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39849,NWR-2007-4709,Steelhead,Puget Sound DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39884,NWR-2007-4893,Steelhead,Puget Sound DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39885,NWR-2007-4893,"Salmon, Chinook",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39918,NWR-2007-4972,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39919,NWR-2007-4972,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39920,NWR-2007-4972,Salmon,West Coast Salmon FMP,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39921,NWR-2007-4972,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39927,NWR-2007-5007,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39928,NWR-2007-5007,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39956,NWR-2007-5056,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39957,NWR-2007-5056,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39958,NWR-2007-5056,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39984,NWR-2007-5079,"Salmon, Chinook",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
39985,NWR-2007-5079,Steelhead,Puget Sound DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40003,NWR-2007-5167,"Salmon, coho",Southern Oregon/Northern California Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40008,NWR-2007-5174,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40026,NWR-2007-5192,"Salmon, chum",Hood Canal summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40027,NWR-2007-5192,Steelhead,Puget Sound DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40029,NWR-2007-5192,"Salmon, Chinook",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40051,NWR-2007-5227,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40105,NWR-2007-5336,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40107,NWR-2007-5336,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40108,NWR-2007-5336,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40109,NWR-2007-5336,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40110,NWR-2007-5336,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40119,NWR-2007-5347,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40120,NWR-2007-5347,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40121,NWR-2007-5347,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40122,NWR-2007-5347,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40124,NWR-2007-5347,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40125,NWR-2007-5347,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40126,NWR-2007-5347,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40127,NWR-2007-5347,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40128,NWR-2007-5347,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40129,NWR-2007-5347,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40130,NWR-2007-5347,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40131,NWR-2007-5347,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40143,NWR-2007-5463,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40145,NWR-2007-5463,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40146,NWR-2007-5463,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40147,NWR-2007-5463,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40148,NWR-2007-5463,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40149,NWR-2007-5463,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40150,NWR-2007-5463,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40151,NWR-2007-5463,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40152,NWR-2007-5463,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40153,NWR-2007-5463,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
40154,NWR-2007-5463,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
